A	a
POLUI'R	p o - l u - i r
POLU'TO	p o - l u - t o
POLVILHA'R	p o l - v i - l h a r
POLVI'LHO	p o l - v i - l h o
PO'LVO	p o l - v o
POLVORE'NTO	p o l - v o - r e n - t o
POLVORO'SA	p o l - v o - r o - s a
POLVORO'SO	p o l - v o - r o - s o
POLÉ'MICA	p o - l é - m i - c a
POLÉ'MICO	p o - l é - m i - c o
POLÍ'CIA	p o - l í - c i a
POLÍ'GAMO	p o - l í - g a - m o
POLÍ'GONO	p o - l í - g o - n o
POLÍ'GRAFO	p o - l í - g r a - f o
POLÍ'MERO	p o - l í - m e - r o
POLÍ'NICO	p o - l í - n i - c o
POLÍ'TICA	p o - l í - t i - c a
POLÍ'TICO	p o - l í - t i - c o
POLÔ'NIO	p o - l ô - n i o
POMA'DA	p o - m a - d a
POMA'R	p o - m a r
POMARA'DA	p o - m a - r a - d a
POMARE'IRO	p o - m a - r e i - r o
POMARE'JO	p o - m a - r e - j o
PO'MBA	p o m - b a
POMBA'L	p o m - b a l
POMBALE'NSE	p o m - b a - l e n - s e
POMBALI'NO	p o m - b a - l i - n o
POMBALI'SMO	p o m - b a - l i s - m o
POMBI'NHA	p o m - b i - n h a
PO'MBO	p o m - b o
PO'MBOS	p o m - b o s
PO'MES	p o - m e s
POMICULTU'RA	p o - m i - c u l - t u - r a
POMIFICA'R	p o - m i - f i - c a r
PO'MO	p o - m o
PO'MPA	p o m - p a
POMPEA'NTE	p o m - p e - a n - t e
POMPEA'R	p o m - p e - a r
POMPO'M	p o m - p o m
POMPOSIDA'DE	p o m - p o - s i - d a - d e
POMPO'SO	p o m - p o - s o
POMÍ'FERO	p o - m í - f e - r o
PO'NCHE	p o n - c h e
PONCHE'IRA	p o n - c h e i - r a
PONDERABILIDA'DE	p o n - d e - r a - b i - l i - d a - d e
PONDERADO'R	p o n - d e - r a - d o r
PONDERA'R	p o n - d e - r a r
PONDERATI'VO	p o n - d e - r a - t i - v o
PONDERO'SO	p o n - d e - r o - s o
PO'NGUE	p o n - g u e
PO'NTA	p o n - t a
PONTA'DA	p o n - t a - d a
PONTA'L	p o n - t a l
PONTAPEA'R	p o n - t a - p e - a r
PONTAPÉ'	p o n - t a - p é
PONTARI'A	p o n - t a - r i - a
PO'NTE	p o n - t e
PONTEA'R	p o n - t e - a r
PONTE'IRO	p o n - t e i - r o
PONTIAGU'DO	p o n - t i a - g u - d o
PONTICIDA'DE	p o n - t i - c i - d a - d e
PONTIFICA'DO	p o n - t i - f i - c a - d o
PONTIFICA'L	p o n - t i - f i - c a l
PONTIFICA'NTE	p o n - t i - f i - c a n - t e
PONTIFICA'R	p o n - t i - f i - c a r
PONTIFÍ'CIO	p o n - t i - f í - c i o
PONTILHA'DO	p o n - t i - l h a - d o
PONTILHA'R	p o n - t i - l h a r
PONTILHÃ'O	p o n - t i - l h ã o
PONTI'NHA	p o n - t i - n h a
PO'NTO	p o n - t o
PONTUA'L	p o n - t u - a l
PONTUALIDA'DE	p o n - t u a - l i - d a - d e
PONTUA'R	p o n - t u - a r
PONTUAÇÃ'O	p o n - t u - a - ç ã o
PONTU'DO	p o n - t u - d o
PONTÃ'O	p o n - t ã o
PONTÍ'CULA	p o n - t í - c u - l a
PONTÍ'CULO	p o n - t í - c u - l o
PONTÍ'FICE	p o n - t í - f i - c e
PO'PA	p o - p a
POPULA'CHO	p o - p u - l a - c h o
POPULACIONA'L	p o - p u - l a - c i o - n a l
POPULA'R	p o - p u - l a r
POPULARIDA'DE	p o - p u - l a - r i - d a - d e
POPULARIZA'R	p o - p u - l a - r i - z a r
POPULA'ÇA	p o - p u - l a - ç a
POPULAÇÃ'O	p o - p u - l a - ç ã o
POPULI'SMO	p o - p u - l i s - m o
POPULI'STA	p o - p u - l i s - t a
POPULO'SO	p o - p u - l o - s o
POPÓ'	p o - p ó
POR	p o r
PO'RCA	p o r - c a
PORCA'DA	p o r - c a - d a
PORCALHÃ'O	p o r - c a - l h ã o
PORCARI'A	p o r - c a - r i - a
PORCELA'NA	p o r - c e - l a - n a
PORCELÂ'NICO	p o r - c e - l â - n i - c o
PORCE'NTO	p o r - c e n - t o
PORCI'NO	p o r - c i - n o
PO'RCO	p o r - c o
PORFIA'DA	p o r - f i - a - d a
PORFIA'R	p o r - f i - a r
PORFIO'SO	p o r - f i - o - s o
PORMENO'R	p o r - m e - n o r
PORMENORIZADAME'NTE	p o r - m e - n o - r i - z a - d a - m e n - t e
PORMENORIZA'R	p o r - m e - n o - r i - z a r
PORNOGRAFA'R	p o r - n o - g r a - f a r
PORNOGRAFI'A	p o r - n o - g r a - f i - a
PORNOGRAFI'SMO	p o r - n o - g r a - f i s - m o
PO'RO	p o - r o
POROSIDA'DE	p o - r o - s i - d a - d e
PORO'SO	p o - r o - s o
PORQUA'NTO	p o r - q u a n - t o
PORQUE'	p o r - q u e
PORQUE'IRA	p o r - q u e i - r a
PORQUE'IRO	p o r - q u e i - r o
PORQUI'CE	p o r - q u i - c e
PORQUIDA'DE	p o r - q u i - d a - d e
PORQUIDÃ'O	p o r - q u i - d ã o
PORQUI'NHO	p o r - q u i - n h o
PORQUÊ'	p o r - q u ê
PO'RRA	p o - r r a
PORRA'DA	p o - r r a - d a
PORRE'IRO	p o - r r e i - r o
PORRETA'DA	p o - r r e - t a - d a
PORRE'TE	p o - r r e - t e
PO'RTA	p o r - t a
PORTABILIDA'DE	p o r - t a - b i - l i - d a - d e
PORTA'DA	p o r - t a - d a
PORTADO'R	p o r - t a - d o r
PORTA'GEM	p o r - t a - g e m
PORTA'L	p o r - t a l
PORTALEGRE'NSE	p o r - t a - l e - g r e n - s e
PORTA'NTO	p o r - t a n - t o
PORTA'R	p o r - t a r
PORTARI'A	p o r - t a - r i - a
PO'RTE	p o r - t e
PORTEA'R	p o r - t e - a r
PORTE'IRA	p o r - t e i - r a
PORTE'IRO	p o r - t e i - r o
PORTE'LA	p o r - t e - l a
PORTE'LO	p o r - t e - l o
PORTE'NTO	p o r - t e n - t o
PORTENTO'SO	p o r - t e n - t o - s o
PORTI'LHO	p o r - t i - l h o
PORTIMONE'NSE	p o r - t i - m o - n e n - s e
PORTINHO'LA	p o r - t i - n h o - l a
PORTI'STA	p o r - t i s - t a
PO'RTO	p o r - t o
PORTUCALE'NSE	p o r - t u - c a - l e n - s e
PORTUE'NSE	p o r - t u - e n - s e
PORTUGALIZA'R	p o r - t u - g a - l i - z a r
PORTUGUÊ'S	p o r - t u - g u ê s
PORTUO'SO	p o r - t u - o - s o
PORTUÁ'RIO	p o r - t u - á - r i o
PORTÁ'TIL	p o r - t á - t i l
PORTÁ'VEL	p o r - t á - v e l
PORTÃ'O	p o r - t ã o
PORVENTU'RA	p o r - v e n - t u - r a
PORVI'R	p o r - v i r
PORÃ'O	p o - r ã o
PORÇÃ'O	p o r - ç ã o
PORÉ'M	p o - r é m
PORÍ'FERO	p o - r í - f e - r o
PORÍ'FEROS	p o - r í - f e - r o s
POSA'R	p o - s a r
PO'SE	p o - s e
POSFÁ'CIO	p o s - f á - c i o
POSICIONA'L	p o - s i - c i o - n a l
POSICIONA'R	p o - s i - c i o - n a r
POSITI'VA	p o - s i - t i - v a
POSITIVA'R	p o - s i - t i - v a r
POSITIVIDA'DE	p o - s i - t i - v i - d a - d e
POSITIVI'SMO	p o - s i - t i - v i s - m o
POSITIVI'STA	p o - s i - t i - v i s - t a
POSITI'VO	p o - s i - t i - v o
POSITRÃ'O	p o - s i - t r ã o
POSITÃ'O	p o - s i - t ã o
POSIÇÃ'O	p o - s i - ç ã o
POSPO'NTO	p o s - p o n - t o
POSPO'R	p o s - p o r
POSPOSITI'VO	p o s - p o - s i - t i - v o
POSPOSIÇÃ'O	p o s - p o - s i - ç ã o
POSPO'STO	p o s - p o s - t o
POSSA'NTE	p o - s s a n - t e
POSSA'NÇA	p o - s s a n - ç a
PO'SSE	p o - s s e
POSSESSIBILIDA'DE	p o - s s e - s s i - b i - l i - d a - d e
POSSESSI'VO	p o - s s e - s s i - v o
POSSE'SSO	p o - s s e - s s o
POSSESSO'R	p o - s s e - s s o r
POSSESSÃ'O	p o - s s e - s s ã o
POSSESSÍ'VEL	p o - s s e - s s í - v e l
POSSESSÓ'RIO	p o - s s e - s s ó - r i o
POSSIBILIDA'DE	p o - s s i - b i - l i - d a - d e
POSSIBILI'SMO	p o - s s i - b i - l i s - m o
POSSIBILI'STA	p o - s s i - b i - l i s - t a
POSSIBILITA'R	p o - s s i - b i - l i - t a r
POSSIDE'NTE	p o - s s i - d e n - t e
POSSUI'NTE	p o - s s u - i n - t e
POSSUI'R	p o - s s u - i r
POSSÍ'VEL	p o - s s í - v e l
PO'STA	p o s - t a
POSTA'L	p o s - t a l
POSTA'R	p o s - t a r
PO'STE	p o s - t e
POSTERGA'R	p o s - t e r - g a r
POSTERIDA'DE	p o s - t e - r i - d a - d e
POSTERIO'R	p o s - t e - r i - o r
POSTERIORIDA'DE	p o s - t e - r i o - r i - d a - d e
POSTERIZA'R	p o s - t e - r i - z a r
POSTI'GO	p o s - t i - g o
POSTI'ÇA	p o s - t i - ç a
POSTI'ÇO	p o s - t i - ç o
PO'STO	p o s - t o
POSTULA'DO	p o s - t u - l a - d o
POSTULADO'R	p o s - t u - l a - d o r
POSTULA'NTE	p o s - t u - l a n - t e
POSTULA'R	p o s - t u - l a r
POSTUMAME'NTE	p o s - t u - m a - m e n - t e
POSTU'RA	p o s - t u - r a
POSTURA'L	p o s - t u - r a l
POTABILIDA'DE	p o - t a - b i - l i - d a - d e
POTA'SSA	p o - t a - s s a
PO'TE	p o - t e
POTENCIA'L	p o - t e n - c i a l
POTENCIALIZA'R	p o - t e n - c i a - l i - z a r
POTENCIA'R	p o - t e n - c i a r
POTENCIÔ'METRO	p o - t e n - c i - ô - m e - t r o
POTENTA'DO	p o - t e n - t a - d o
POTE'NTE	p o - t e n - t e
PO'TRA	p o - t r a
PO'TRO	p o - t r o
POTÁ'SSICO	p o - t á - s s i - c o
POTÁ'SSIO	p o - t á - s s i o
POTÁ'VEL	p o - t á - v e l
POTÊ'NCIA	p o - t ê n - c i a
PO'UCA	p o u - c a
PO'UCO	p o u - c o
POUCOCHI'NHO	p o u - c o - c h i - n h o
POUPADO'R	p o u - p a - d o r
POUPA'NÇA	p o u - p a n - ç a
POUPA'R	p o u - p a r
POUQUIDA'DE	p o u - q u i - d a - d e
POUQUIDÃ'O	p o u - q u i - d ã o
POUQUÍ'SSIMO	p o u - q u í - s s i - m o
POUSA'DA	p o u - s a - d a
POUSADE'IRO	p o u - s a - d e i - r o
POUSADO'URO	p o u - s a - d o u - r o
POUSA'R	p o u - s a r
POUSE'IRO	p o u - s e i - r o
POUSI'O	p o u - s i - o
PO'USO	p o u - s o
POVE'IRO	p o - v e i - r o
POVI'NHO	p o - v i - n h o
PO'VO	p o - v o
POVOA'DO	p o - v o - a - d o
POVOA'R	p o - v o - a r
POVOAÇÃ'O	p o - v o - a - ç ã o
PO'ÇA	p o - ç a
POÇA'DA	p o - ç a - d a
PO'ÇO	p o - ç o
POÇÃ'O	p o - ç ã o
POÉ'TICA	p o - é - t i - c a
POÉ'TICO	p o - é - t i - c o
PRACEA'R	p r a - c e - a r
PRACE'IRO	p r a - c e i - r o
PRACE'TA	p r a - c e - t a
PRACI'STA	p r a - c i s - t a
PRADARI'A	p r a - d a - r i - a
PRADEJA'R	p r a - d e - j a r
PRA'DO	p r a - d o
PRADO'SO	p r a - d o - s o
PRA'GA	p r a - g a
PRAGMATICI'SMO	p r a g - m a - t i - c i s - m o
PRAGMATICI'STA	p r a g - m a - t i - c i s - t a
PRAGMATI'SMO	p r a g - m a - t i s - m o
PRAGMATI'STA	p r a g - m a - t i s - t a
PRAGMÁ'TICA	p r a g - m á - t i - c a
PRAGMÁ'TICO	p r a g - m á - t i - c o
PRAGUE'DO	p r a - g u e - d o
PRAGUEJA'R	p r a - g u e - j a r
PRAGUE'NTO	p r a - g u e n - t o
PRA'IA	p r a i - a
PRA'NCHA	p r a n - c h a
PRANCHA'R	p r a n - c h a r
PRANCHE'TA	p r a n - c h e - t a
PRANCHÃ'O	p r a n - c h ã o
PRA'NTO	p r a n - t o
PRA'TA	p r a - t a
PRATA'DA	p r a - t a - d a
PRATARI'A	p r a - t a - r i - a
PRATEADU'RA	p r a - t e - a - d u - r a
PRATEA'R	p r a - t e - a r
PRATELE'IRA	p r a - t e - l e i - r a
PRATICABILIDA'DE	p r a - t i - c a - b i - l i - d a - d e
PRATICA'NTE	p r a - t i - c a n - t e
PRATICA'R	p r a - t i - c a r
PRA'TO	p r a - t o
PRA'XE	p r a - x e
PRAXI'SMO	p r a - x i s - m o
PRAXI'STA	p r a - x i s - t a
PRAZENTEA'R	p r a - z e n - t e - a r
PRAZENTE'IO	p r a - z e n - t e i - o
PRAZENTE'IRO	p r a - z e n - t e i - r o
PRAZE'R	p r a - z e r
PRAZE'RES	p r a - z e - r e s
PRA'ZO	p r a - z o
PRA'ÇA	p r a - ç a
PREAMBULA'R	p r e - a m - b u - l a r
PRECARIEDA'DE	p r e - c a - r i e - d a - d e
PRECARIZA'R	p r e - c a - r i - z a r
PRECATA'R	p r e - c a - t a r
PRECAUCIONA'L	p r e - c a u - c i o - n a l
PRECAUÇÃ'O	p r e - c a u - ç ã o
PRECAVE'R	p r e - c a - v e r
PRE'CE	p r e - c e
PRECEDE'NTE	p r e - c e - d e n - t e
PRECEDE'R	p r e - c e - d e r
PRECEDÊ'NCIA	p r e - c e - d ê n - c i a
PRECE'ITO	p r e - c e i - t o
PRECEITUA'R	p r e - c e i - t u - a r
PRECEITUÁ'RIO	p r e - c e i - t u - á - r i o
PRECEPTO'R	p r e - c e p - t o r
PRECEPTORA'DO	p r e - c e p - t o - r a - d o
PRECEPTORA'L	p r e - c e p - t o - r a l
PRECEPTORI'A	p r e - c e p - t o - r i - a
PRECEPTORIA'L	p r e - c e p - t o - r i a l
PRECESSÃ'O	p r e - c e - s s ã o
PRECETO'R	p r e - c e - t o r
PRECETORA'DO	p r e - c e - t o - r a - d o
PRECETORA'L	p r e - c e - t o - r a l
PRECETORI'A	p r e - c e - t o - r i - a
PRECETORIA'L	p r e - c e - t o - r i a l
PRECIOSIDA'DE	p r e - c i o - s i - d a - d e
PRECIOSI'SMO	p r e - c i o - s i s - m o
PRECIOSI'STA	p r e - c i o - s i s - t a
PRECIO'SO	p r e - c i - o - s o
PRECIPITADAME'NTE	p r e - c i - p i - t a - d a - m e n - t e
PRECIPITA'NTE	p r e - c i - p i - t a n - t e
PRECIPITA'R	p r e - c i - p i - t a r
PRECIPITAÇÃ'O	p r e - c i - p i - t a - ç ã o
PRECIPÍ'CIO	p r e - c i - p í - c i o
PRECISA'R	p r e - c i - s a r
PRECI'SO	p r e - c i - s o
PRECISÃ'O	p r e - c i - s ã o
PRECO'CE	p r e - c o - c e
PRECOCIDA'DE	p r e - c o - c i - d a - d e
PRECOGNIÇÃ'O	p r e - c o g - n i - ç ã o
PRECONCEBE'R	p r e - c o n - c e - b e r
PRECONCE'ITO	p r e - c o n - c e i - t o
PRECONCEITUO'SO	p r e - c o n - c e i - t u - o - s o
PRECONCEÇÃ'O	p r e - c o n - c e - ç ã o
PRECONIZADO'R	p r e - c o - n i - z a - d o r
PRECONIZA'R	p r e - c o - n i - z a r
PRECURSO'R	p r e - c u r - s o r
PRECÁ'RIO	p r e - c á - r i o
PREDADO'R	p r e - d a - d o r
PREDATÓ'RIO	p r e - d a - t ó - r i o
PREDECESSO'R	p r e - d e - c e - s s o r
PREDEFINI'R	p r e - d e - f i - n i r
PREDESTINACIONI'SMO	p r e - d e s - t i - n a - c i o - n i s - m o
PREDESTINA'R	p r e - d e s - t i - n a r
PREDETERMINA'NTE	p r e - d e - t e r - m i - n a n - t e
PREDETERMINA'R	p r e - d e - t e r - m i - n a r
PREDIA'L	p r e - d i a l
PREDICA'DO	p r e - d i - c a - d o
PREDICADO'R	p r e - d i - c a - d o r
PREDICA'R	p r e - d i - c a r
PREDICATI'VO	p r e - d i - c a - t i - v o
PREDICATÓ'RIO	p r e - d i - c a - t ó - r i o
PREDICAÇÃ'O	p r e - d i - c a - ç ã o
PREDILE'TO	p r e - d i - l e - t o
PREDILEÇÃ'O	p r e - d i - l e - ç ã o
PREDISPONE'NTE	p r e - d i s - p o - n e n - t e
PREDISPO'R	p r e - d i s - p o r
PREDISPOSIÇÃ'O	p r e - d i s - p o - s i - ç ã o
PREDISPO'STO	p r e - d i s - p o s - t o
PREDIZE'R	p r e - d i - z e r
PREDIÇÃ'O	p r e - d i - ç ã o
PREDOMINA'NTE	p r e - d o - m i - n a n - t e
PREDOMINA'R	p r e - d o - m i - n a r
PREDOMINÂ'NCIA	p r e - d o - m i - n â n - c i a
PREDOMÍ'NIO	p r e - d o - m í - n i o
PREEMINE'NTE	p r e - e - m i - n e n - t e
PREEMINÊ'NCIA	p r e - e - m i - n ê n - c i a
PREEMPÇÃ'O	p r e - e m p - ç ã o
PREENCHE'R	p r e - e n - c h e r
PREENSÃ'O	p r e - e n - s ã o
PREESTABELECE'R	p r e - e s - t a - b e - l e - c e r
PREEXISTENCIALI'SMO	p r e - e - x i s - t e n - c i a - l i s - m o
PREEXISTE'NTE	p r e - e - x i s - t e n - t e
PREEXISTI'R	p r e - e - x i s - t i r
PREEXISTÊ'NCIA	p r e - e - x i s - t ê n - c i a
PREFABRICA'DO	p r e - f a - b r i - c a - d o
PREFACIADO'R	p r e - f a - c i a - d o r
PREFACIA'R	p r e - f a - c i a r
PREFE'ITO	p r e - f e i - t o
PREFEITORA'L	p r e - f e i - t o - r a l
PREFEITU'RA	p r e - f e i - t u - r a
PREFERENCIA'L	p r e - f e - r e n - c i a l
PREFERE'NTE	p r e - f e - r e n - t e
PREFERI'R	p r e - f e - r i r
PREFERÊ'NCIA	p r e - f e - r ê n - c i a
PREFIGURA'R	p r e - f i - g u - r a r
PREFIXA'R	p r e - f i - x a r
PREFIXATI'VO	p r e - f i - x a - t i - v o
PREFI'XO	p r e - f i - x o
PREFLORAÇÃ'O	p r e - f l o - r a - ç ã o
PREFÁ'CIO	p r e - f á - c i o
PRE'GA	p r e - g a
PREGA'DO	p r e - g a - d o
PREGADO'R	p r e - g a - d o r
PREGA'GEM	p r e - g a - g e m
PREGA'R	p r e - g a r
PREGNÂ'NCIA	p r e g - n â n - c i a
PRE'GO	p r e - g o
PREGOA'R	p r e - g o - a r
PREGOE'IRO	p r e - g o - e i - r o
PREGUICE'IRA	p r e - g u i - c e i - r a
PREGUICE'IRO	p r e - g u i - c e i - r o
PREGUICE'NTO	p r e - g u i - c e n - t o
PREGUI'ÇA	p r e - g u i - ç a
PREGUIÇA'R	p r e - g u i - ç a r
PREGUIÇO'SO	p r e - g u i - ç o - s o
PREGÃ'O	p r e - g ã o
PRE'IA	p r e i - a
PREJUDICADO'R	p r e - j u - d i - c a - d o r
PREJUDICA'R	p r e - j u - d i - c a r
PREJUDICIA'L	p r e - j u - d i - c i a l
PREJUÍ'ZO	p r e - j u - í - z o
PRELA'DO	p r e - l a - d o
PRELATI'VO	p r e - l a - t i - v o
PRELATU'RA	p r e - l a - t u - r a
PRELATÍ'CIO	p r e - l a - t í - c i o
PRELAZI'A	p r e - l a - z i - a
PRELEÇÃ'O	p r e - l e - ç ã o
PRELIMINA'R	p r e - l i - m i - n a r
PRE'LO	p r e - l o
PRELUDIA'R	p r e - l u - d i a r
PRELÚ'DIO	p r e - l ú - d i o
PREMATURIDA'DE	p r e - m a - t u - r i - d a - d e
PREMATU'RO	p r e - m a - t u - r o
PREMEDITADAME'NTE	p r e - m e - d i - t a - d a - m e n - t e
PREMEDITA'R	p r e - m e - d i - t a r
PREME'NTE	p r e - m e n - t e
PREME'R	p r e - m e r
PREMIADO'R	p r e - m i a - d o r
PREMIA'R	p r e - m i - a r
PREMIATI'VO	p r e - m i a - t i - v o
PREMI'R	p r e - m i r
PREMI'SSA	p r e - m i - s s a
PREMONITÓ'RIO	p r e - m o - n i - t ó - r i o
PREMONIÇÃ'O	p r e - m o - n i - ç ã o
PREMUNI'R	p r e - m u - n i r
PREMÊ'NCIA	p r e - m ê n - c i a
PRE'NDA	p r e n - d a
PRENDA'R	p r e n - d a r
PRENDE'R	p r e n - d e r
PRE'NHE	p r e - n h e
PRENHE'Z	p r e - n h e z
PRENHIDÃ'O	p r e - n h i - d ã o
PRENO'ME	p r e - n o - m e
PRENOMEAÇÃ'O	p r e - n o - m e - a - ç ã o
PRENOMINA'R	p r e - n o - m i - n a r
PRE'NSA	p r e n - s a
PRENSADO'R	p r e n - s a - d o r
PRENSA'GEM	p r e n - s a - g e m
PRENSA'R	p r e n - s a r
PRENUNCIADO'R	p r e - n u n - c i a - d o r
PRENUNCIA'R	p r e - n u n - c i a r
PRENUNCIATI'VO	p r e - n u n - c i a - t i - v o
PRENÚ'NCIO	p r e - n ú n - c i o
PREOCUPA'NTE	p r e o - c u - p a n - t e
PREOCUPA'R	p r e o - c u - p a r
PREOCUPAÇÃ'O	p r e o - c u - p a - ç ã o
PREORDENA'R	p r e - o r - d e - n a r
PREPARA'DO	p r e - p a - r a - d o
PREPARADO'R	p r e - p a - r a - d o r
PREPARA'R	p r e - p a - r a r
PREPARATI'VO	p r e - p a - r a - t i - v o
PREPARATÓ'RIO	p r e - p a - r a - t ó - r i o
PREPARATÓ'RIOS	p r e - p a - r a - t ó - r i o s
PREPA'RO	p r e - p a - r o
PREPONDERA'NTE	p r e - p o n - d e - r a n - t e
PREPONDERANTI'SMO	p r e - p o n - d e - r a n - t i s - m o
PREPONDERA'R	p r e - p o n - d e - r a r
PREPONDERÂ'NCIA	p r e - p o n - d e - r â n - c i a
PREPONE'NTE	p r e - p o - n e n - t e
PREPO'R	p r e - p o r
PREPOSICIONA'L	p r e - p o - s i - c i o - n a l
PREPOSITI'VO	p r e - p o - s i - t i - v o
PREPOSIÇÃ'O	p r e - p o - s i - ç ã o
PREPO'STO	p r e - p o s - t o
PREPOTE'NTE	p r e - p o - t e n - t e
PREPOTÊ'NCIA	p r e - p o - t ê n - c i a
PRERROGATI'VA	p r e - r r o - g a - t i - v a
PRE'SA	p r e - s a
PRESA'R	p r e - s a r
PRESBITERIA'NO	p r e s - b i - t e - r i - a - n o
PRESBITÉ'RIO	p r e s - b i - t é - r i o
PRESBÍ'TERO	p r e s - b í - t e - r o
PRESCINDI'R	p r e s - c i n - d i r
PRESCREVE'R	p r e s - c r e - v e r
PRESCRITI'VO	p r e s - c r i - t i - v o
PRESCRI'TO	p r e s - c r i - t o
PRESCRITO'R	p r e s - c r i - t o r
PRESCRITÍ'VEL	p r e s - c r i - t í - v e l
PRESCRIÇÃ'O	p r e s - c r i - ç ã o
PRESENCIA'L	p r e - s e n - c i a l
PRESENCIA'R	p r e - s e n - c i a r
PRESENTA'R	p r e - s e n - t a r
PRESE'NTE	p r e - s e n - t e
PRESENTEA'R	p r e - s e n - t e - a r
PRESE'NÇA	p r e - s e n - ç a
PRESERVA'R	p r e - s e r - v a r
PRESERVATI'VO	p r e - s e r - v a - t i - v o
PRESIDENCIA'L	p r e - s i - d e n - c i a l
PRESIDE'NTA	p r e - s i - d e n - t a
PRESIDE'NTE	p r e - s i - d e n - t e
PRESIDIA'R	p r e - s i - d i a r
PRESIDI'R	p r e - s i - d i r
PRESIDIÁ'RIO	p r e - s i - d i - á - r i o
PRESIDÊ'NCIA	p r e - s i - d ê n - c i a
PRESI'LHA	p r e - s i - l h a
PRE'SO	p r e - s o
PRE'SSA	p r e - s s a
PRESSAGIA'R	p r e - s s a - g i a r
PRESSAGIO'SO	p r e - s s a - g i - o - s o
PRESSENTI'R	p r e - s s e n - t i r
PRESSIONA'R	p r e - s s i o - n a r
PRESSUPO'R	p r e - s s u - p o r
PRESSUPOSIÇÃ'O	p r e - s s u - p o - s i - ç ã o
PRESSUPO'STO	p r e - s s u - p o s - t o
PRESSURIZA'R	p r e - s s u - r i - z a r
PRESSÁ'GIO	p r e - s s á - g i o
PRESSÃ'O	p r e - s s ã o
PRESTABILIDA'DE	p r e s - t a - b i - l i - d a - d e
PRESTADI'O	p r e s - t a - d i - o
PRESTADO'R	p r e s - t a - d o r
PRESTA'NTE	p r e s - t a n - t e
PRESTA'R	p r e s - t a r
PRESTATI'VO	p r e s - t a - t i - v o
PRE'STES	p r e s - t e s
PRESTE'ZA	p r e s - t e - z a
PRESTIDIGITADO'R	p r e s - t i - d i - g i - t a - d o r
PRESTIDIGITAÇÃ'O	p r e s - t i - d i - g i - t a - ç ã o
PRESTIGIADO'R	p r e s - t i - g i a - d o r
PRESTIGIA'NTE	p r e s - t i - g i - a n - t e
PRESTIGIA'R	p r e s - t i - g i - a r
PRESTIGIO'SO	p r e s - t i - g i - o - s o
PRESTIMO'SO	p r e s - t i - m o - s o
PRE'STO	p r e s - t o
PRESTÍ'GIO	p r e s - t í - g i o
PRESTÍ'SSIMO	p r e s - t í - s s i - m o
PRESUMI'R	p r e - s u - m i r
PRESUMÍ'VEL	p r e - s u - m í - v e l
PRESUNTI'VO	p r e - s u n - t i - v o
PRESU'NTO	p r e - s u n - t o
PRESUNTUO'SO	p r e - s u n - t u - o - s o
PRESUNÇO'SO	p r e - s u n - ç o - s o
PRESUNÇÃ'O	p r e - s u n - ç ã o
PRESÉ'PIO	p r e - s é - p i o
PRESÍ'DIO	p r e - s í - d i o
PRE'TA	p r e - t a
PRETALHA'DA	p r e - t a - l h a - d a
PRETALHÃ'O	p r e - t a - l h ã o
PRETENDE'NTE	p r e - t e n - d e n - t e
PRETENDE'R	p r e - t e n - d e r
PRETENDI'DA	p r e - t e n - d i - d a
PRETENSIO'SO	p r e - t e n - s i - o - s o
PRETE'NSO	p r e - t e n - s o
PRETENSO'R	p r e - t e n - s o r
PRETENSÃ'O	p r e - t e n - s ã o
PRETERI'R	p r e - t e - r i r
PRETE'XTO	p r e - t e x - t o
PRETIDÃ'O	p r e - t i - d ã o
PRETI'NHA	p r e - t i - n h a
PRE'TO	p r e - t o
PRETO'R	p r e - t o r
PRETORI'A	p r e - t o - r i - a
PRETORIA'NA	p r e - t o - r i - a - n a
PRETORIA'NO	p r e - t o - r i - a - n o
PRETÉ'RITO	p r e - t é - r i - t o
PRETÔ'NICO	p r e - t ô - n i - c o
PREVALECE'NTE	p r e - v a - l e - c e n - t e
PREVALECE'R	p r e - v a - l e - c e r
PREVALÊ'NCIA	p r e - v a - l ê n - c i a
PREVARICADO'R	p r e - v a - r i - c a - d o r
PREVARICA'R	p r e - v a - r i - c a r
PREVENIE'NTE	p r e - v e - n i - e n - t e
PREVENI'R	p r e - v e - n i r
PREVENTI'VO	p r e - v e n - t i - v o
PREVENTO'R	p r e - v e n - t o r
PREVENÇÃ'O	p r e - v e n - ç ã o
PREVE'R	p r e - v e r
PREVIAME'NTE	p r e - v i a - m e n - t e
PREVIDE'NTE	p r e - v i - d e n - t e
PREVIDÊ'NCIA	p r e - v i - d ê n - c i a
PREVISIBILIDA'DE	p r e - v i - s i - b i - l i - d a - d e
PREVI'STO	p r e - v i s - t o
PREVISÃ'O	p r e - v i - s ã o
PREVISÍ'VEL	p r e - v i - s í - v e l
PREZA'R	p r e - z a r
PREÂ'MBULO	p r e - â m - b u - l o
PRE'ÇO	p r e - ç o
PREÇÁRI'O	p r e - ç á - r i o
PREÊ'NSIL	p r e - ê n - s i l
PRI'MA	p r i - m a
PRIMACIA'L	p r i - m a - c i a l
PRIMA'DO	p r i - m a - d o
PRIMA'R	p r i - m a r
PRI'MAS	p r i - m a s
PRIMA'TAS	p r i - m a - t a s
PRIMA'TES	p r i - m a - t e s
PRIMAVERA'L	p r i - m a - v e - r a l
PRIMAVERA'R	p r i - m a - v e - r a r
PRIMAVERI'L	p r i - m a - v e - r i l
