A	a
PAROQUIALIDA'DE	p a r o k i a l i d a dZ i
PAROQUIA'NO	p a r o k i a~ n u
PAROQUIA'R	p a r o k i a X
PAROXÍ'SMICO	p a r o k s i z m i k u
PA'RQUE	p a X k i
PARQUEAME'NTO	p a X k e a m e~ t u
PARQUÉ'	p a X k E
PARQUÍ'METRO	p a X k i m e t r u
PA'RRA	p a R a
PARRE'IRA	p a R ej r a
PARREIRA'L	p a R e j r a w
PARRICÍ'DIO	p a R i s i dZ i u
PA'RTE	p a X tS i
PARTE'IRO	p a X t ej r u
PARTEJA'R	p a X t e Z a X
PARTENOGÉ'NESE	p a X t e n o Z E n e z i
PARTICIONA'R	p a X tS i s i o n a X
PARTICIPA'NTE	p a X tS i s i p a~ tS i
PARTICIPA'R	p a X tS i s i p a X
PARTICIPATI'VO	p a X tS i s i p a tS i v u
PARTICIPAÇÃ'O	p a X tS i s i p a s a~ w~
PARTICULA'R	p a X tS i k u l a X
PARTICULARIDA'DE	p a X tS i k u l a r i d a dZ i
PARTICULARI'SMO	p a X tS i k u l a r i z m u
PARTICULARI'STA	p a X tS i k u l a r i s t a
PARTICULARIZA'R	p a X tS i k u l a r i z a X
PARTICÍ'PIO	p a X tS i s i p i u
PARTI'DA	p a X tS i d a
PARTIDARIZA'R	p a X tS i d a r i z a X
PARTI'DO	p a X tS i d u
PARTIDÁ'RIO	p a X tS i d a r i u
PARTIDÃ'O	p a X tS i d a~ w~
PARTI'LHA	p a X tS i L a
PARTILHA'R	p a X tS i L a X
PARTI'R	p a X tS i X
PARTITI'VO	p a X tS i tS i v u
PARTITU'RA	p a X tS i t u r a
PA'RTO	p a X t u
PARTURIE'NTE	p a X t u r i e~ tS i
PARTÍ'CIPE	p a X tS i s i p i
PARTÍ'CULA	p a X tS i k u l a
PA'RVA	p a R v a
PARVALHE'IRA	p a R v a L ej r a
PARVALHI'CE	p a R v a L i s i
PARVALHÃ'O	p a R v a L a~ w~
PARVIDA'DE	p a R v i d a dZ i
PA'RVO	p a R v u
PARVOE'IRA	p a R v o ej r a
PARVOEIRA'R	p a R v o e j r a X
PARVO'IDE	p a R v O j dZ i
PARVOÍ'CE	p a R v o i s i
PARVÔ'NIA	p a R v o n i a
PARÁ'BOLA	p a r a b o l a
PARÁ'FRASE	p a r a f r a z i
PARÁ'GRAFO	p a r a g r a f u
PARÁ'LISE	p a r a l i z i
PARÂ'METRO	p a r a~ m e t r u
PARÊ'NQUIMA	p a r e~ k i~ m a
PARÊ'NTESE	p a r e~ t e z i
PARÊ'NTESIS	p a r e~ t e z i s
PARÓ'DIA	p a r O dZ i a
PARÓ'QUIA	p a r O k i a
PARÓ'TIDA	p a r O tS i d a
PARÔ'NIMO	p a r o n i~ m u
PASCA'L	p a s k a w
PASCOA'L	p a s k o a w
PASCOA'R	p a s k o a X
PASCOE'LA	p a s k o E l a
PASCÁ'CIO	p a s k a s i u
PASMACEA'R	p a z m a s e a X
PASMACE'IRA	p a z m a s ej r a
PASMA'R	p a z m a X
PASMATÓ'RIO	p a z m a t O r i u
PA'SMO	p a z m u
PASMO'SO	p a z m o z u
PASPALHA'ÇO	p a s p a L a s u
PASPALHI'CE	p a s p a L i s i
PASPA'LHO	p a s p a L u
PASPALHÃ'O	p a s p a L a~ w~
PA'SSA	p a s a
PASSA'DA	p a s a d a
PASSADE'IRA	p a s a d ej r a
PASSADI'O	p a s a dZ i u
PASSADI'SMO	p a s a dZ i z m u
PASSADI'STA	p a s a dZ i s t a
PASSADI'ÇO	p a s a dZ i s u
PASSA'DO	p a s a d u
PASSADO'IRO	p a s a d o j r u
PASSADO'R	p a s a d o X
PASSADO'URO	p a s a d ow r u
PASSAGEI'RO	p a s a Z e j r u
PASSA'GEM	p a s a Z e~j~
PASSA'NTE	p a s a~ tS i
PASSAPO'RTE	p a s a p O X tS i
PASSA'R	p a s a X
PASSARA'DA	p a s a r a d a
PASSARE'DO	p a s a r e d u
PASSARE'IRA	p a s a r ej r a
PASSARE'IRO	p a s a r ej r u
PASSARI'NHA	p a s a r i~ J a
PASSARINHA'DA	p a s a r i~ J a d a
PASSARINHA'R	p a s a r i~ J a X
PASSARINHE'IRO	p a s a r i~ J ej r u
PASSARI'NHO	p a s a r i~ J u
PASSARO'CO	p a s a r o k u
PASSARO'LA	p a s a r O l a
PASSARÃ'O	p a s a r a~ w~
PASSATE'MPO	p a s a t e~ p u
PA'SSE	p a s i
PASSEADO'IRO	p a s e a d o j r u
PASSEADO'R	p a s e a d o X
PASSEADO'URO	p a s e a d ow r u
PASSEA'NTE	p a s e a~ tS i
PASSEA'R	p a s e a X
PASSEA'TA	p a s e a t a
PASSE'IO	p a s ej u
PASSE'NTO	p a s e~ t u
PASSERIFO'RME	p a s e r i f O R m i
PASSIBILIDA'DE	p a s i b i l i d a dZ i
PASSIONA'L	p a s i o n a w
PASSIONALIDA'DE	p a s i o n a l i d a dZ i
PASSIONÁ'RIO	p a s i o n a r i u
PASSI'VA	p a s i v a
PASSIVA'R	p a s i v a X
PASSIVIDA'DE	p a s i v i d a dZ i
PASSI'VO	p a s i v u
PA'SSO	p a s u
PASSÍ'VEL	p a s i v e w
PA'STA	p a s t a
PASTA'GEM	p a s t a Z e~j~
PASTA'R	p a s t a X
PASTE'L	p a s t E w
PASTELA'DA	p a s t e l a d a
PASTELARI'A	p a s t e l a r i a
PASTELE'IRO	p a s t e l ej r u
PASTELÃ'O	p a s t e l a~ w~
PASTEURIA'NO	p a s t e u r i a~ n u
PASTEURIZADO'R	p a s t e u r i z a d o X
PASTEURIZA'R	p a s t e u r i z a X
PASTI'LHA	p a s tS i L a
PASTI'O	p a s tS i u
PA'STO	p a s t u
PASTO'R	p a s t o X
PASTORA'DO	p a s t o r a d u
PASTORA'L	p a s t o r a w
PASTORA'R	p a s t o r a X
PASTOREA'R	p a s t o r e a X
PASTORE'IO	p a s t o r ej u
PASTORICI'DA	p a s t o r i s i d a
PASTORI'L	p a s t o r i w
PASTORÍ'CIA	p a s t o r i s i a
PASTORÍ'CIO	p a s t o r i s i u
PASTOSIDA'DE	p a s t o z i d a dZ i
PASTO'SO	p a s t o z u
PA'TA	p a t a
PATA'CA	p a t a k a
PATA'CO	p a t a k u
PATACOA'DA	p a t a k o a d a
PATACÃ'O	p a t a k a~ w~
PATA'DA	p a t a d a
PATAGÔ'NIO	p a t a g o n i u
PATAMA'R	p a t a m a X
PATAQUE'IRO	p a t a k ej r u
PATARA'TA	p a t a r a t a
PATARATA'R	p a t a r a t a X
PATARATEA'R	p a t a r a t e a X
PATARATE'IRO	p a t a r a t ej r u
PATARATI'CE	p a t a r a tS i s i
PATARATI'SMO	p a t a r a tS i z m u
PATARRE'CA	p a t a R E k a
PATAVI'NA	p a t a v i~ n a
PATAVINI'CE	p a t a v i~ n i s i
PATE'CA	p a t E k a
PATEGA'DA	p a t e g a d a
PATEGA'R	p a t e g a X
PATE'GO	p a t e g u
PATEGUI'CE	p a t e g i s i
PATE'IRO	p a t ej r u
PATE'NTE	p a t e~ tS i
PATENTEABILIDA'DE	p a t e~ t e a b i l i d a dZ i
PATENTEA'R	p a t e~ t e a X
PATERNA'L	p a t e R n a w
PATERNIDA'DE	p a t e R n i d a dZ i
PATE'RNO	p a t E R n u
PATE'TA	p a t E t a
PATETEA'R	p a t e t e a X
PATETO'IDE	p a t e t O j dZ i
PATIFARI'A	p a tS i f a r i a
PATI'FE	p a tS i f i
PATIFÓ'RIO	p a tS i f O r i u
PATI'LHA	p a tS i L a
PATI'M	p a tS i~
PATINADO'R	p a tS i~ n a d o X
PATINA'GEM	p a tS i~ n a Z e~j~
PATINA'R	p a tS i~ n a X
PATI'NHA	p a tS i~ J a
PATINHA'R	p a tS i~ J a X
PATINHE'IRO	p a tS i~ J ej r u
PA'TO	p a t u
PATOGENI'A	p a t o Z e n i a
PATOGÉ'NESE	p a t o Z E n e z i
PATOGÉ'NICO	p a t o Z E n i k u
PATO'LA	p a t O l a
PATOLOGI'A	p a t o l o Z i a
PATO'RRA	p a t O R a
PATRA'NHA	p a t r a~ J a
PATRANHA'DA	p a t r a J a d a
PATRANHE'IRO	p a t r a J ej r u
PATRANHE'NTO	p a t r a J e~ t u
PATRANHO'SO	p a t r a J o z u
PATRIA'RCA	p a t r i a X k a
PATRIARCA'DO	p a t r i a X k a d u
PATRIARCA'L	p a t r i a X k a w
PATRICIA'DO	p a t r i s i a d u
PATRIMONIA'DO	p a t r i~ m o n i a d u
PATRIMONIA'L	p a t r i~ m o n i a w
PATRIMÔ'NIO	p a t r i~ m o n i u
PATRIO'TA	p a t r i O t a
PATRIOTE'IRO	p a t r i o t ej r u
PATRIÓ'TICO	p a t r i O tS i k u
PATRO'A	p a t r o a
PATROCINADO'R	p a t r o s i~ n a d o X
PATROCINA'R	p a t r o s i~ n a X
PATROCINA'TO	p a t r o s i~ n a t u
PATROCÍ'NIO	p a t r o s i n i u
PATRO'NA	p a t r o~ n a
PATRONA'DO	p a t r o n a d u
PATRONA'L	p a t r o n a w
PATRONA'TO	p a t r o n a t u
PATRONEA'R	p a t r o n e a X
PATRO'NO	p a t r o~ n u
PATRONÍ'MICO	p a t r o n i m i k u
PATRU'LHA	p a t r u L a
PATRULHA'R	p a t r u L a X
PATRÃ'O	p a t r a~ w~
PATRÍ'CIO	p a t r i s i u
PATU'DO	p a t u d u
PATUSCA'DA	p a t u s k a d a
PATUSCA'R	p a t u s k a X
PATU'SCO	p a t u s k u
PATUSQUE'IRO	p a t u s k ej r u
PATÃ'O	p a t a~ w~
PATÉ'TICO	p a t E tS i k u
PA'U	p a u
PAULA'DA	p a u l a d a
PAULATI'NO	p a u l a tS i~ n u
PAULI'SMO	p a u l i z m u
PAULISTA'NO	p a u l i s t a~ n u
PAULITA'DA	p a u l i t a d a
PAULITE'IRO	p a u l i t ej r u
PAULI'TO	p a u l i t u
PAUPERI'SMO	p a u p e r i z m u
PAUPÉ'RIE	p a u p E r i
PAUPÉ'RRIMO	p a u p E R i~ m u
PA'USA	p a u z a
PAUSADAME'NTE	p a u z a d a m e~ tS i
PAUSA'R	p a u z a X
PA'UTA	p a u t a
PAUTA'L	p a u t a w
PAUTA'R	p a u t a X
PAVILHÃ'O	p a v i L a~ w~
PAVIMENTA'R	p a v i~ m e~ t a X
PAVIME'NTO	p a v i~ m e~ t u
PAVI'O	p a v i u
PAVO'A	p a v o a
PAVONA'DA	p a v o n a d a
PAVONA'DO	p a v o n a d u
PAVONEA'R	p a v o n e a X
PAVONE'IO	p a v o n ej u
PAVO'R	p a v o X
PAVORO'SO	p a v o r o z u
PAVÃ'O	p a v a~ w~
PAXÁ'	p a S a
PA'Z	p a js
PAZA'DA	p a z a d a
PA'ÇO	p a s u
PAÍ'S	p a i js
PECABILIDA'DE	p e k a b i l i d a dZ i
PECADA'ÇO	p e k a d a s u
PECADI'LHO	p e k a dZ i L u
PECA'DO	p e k a d u
PECADO'R	p e k a d o X
PECADORA'ÇO	p e k a d o r a s u
PECADÃ'O	p e k a d a~ w~
PECAMINO'SO	p e k a m i~ n o z u
PECA'NTE	p e k a~ tS i
PECA'R	p e k a X
PE'CHA	p E S a
PECHI'NCHA	p e S i~ S a
PECHINCHA'R	p e S i~ S a X
PECHINCHE'IRO	p e S i~ S ej r u
PECHISBE'QUE	p e S i z b E k i
PECTÍ'NEO	p e k tS i n e u
PECULA'TO	p e k u l a t u
PECULIA'R	p e k u l i a X
PECULIARIDA'DE	p e k u l i a r i d a dZ i
PECUNIO'SO	p e k u~ n i o z u
PECUNIÁ'RIO	p e k u~ n i a r i u
PECUÁ'RIA	p e k u a r i a
PECUÁ'RIO	p e k u a r i u
PECÍ'OLO	p e s i o l u
PECÚ'LIO	p e k u l i u
PEDAGOGI'A	p e d a g o Z i a
PEDAGOGI'CE	p e d a g o Z i s i
PEDAGOGI'SMO	p e d a g o Z i z m u
PEDAGOGI'STA	p e d a g o Z i s t a
PEDAGO'GO	p e d a g o g u
PEDAGÓ'GICO	p e d a g O Z i k u
PEDA'L	p e d a w
PEDALA'DA	p e d a l a d a
PEDALA'R	p e d a l a X
PEDALE'IRA	p e d a l ej r a
PEDALE'IRO	p e d a l ej r u
PEDA'NTE	p e d a~ tS i
PEDANTEA'R	p e d a~ t e a X
PEDANTI'SMO	p e d a~ tS i z m u
PEDANTOCRACI'A	p e d a~ t o k r a s i a
PEDA'ÇO	p e d a s u
PEDAÇÃ'O	p e d a s a~ w~
PEDERA'STA	p e d e r a s t a
PEDERASTI'A	p e d e r a s tS i a
PEDERNA'L	p e d e R n a w
PEDERNE'IRA	p e d e R n ej r a
PEDESTA'L	p e d e s t a w
PEDE'STRE	p e d E s t r i
PEDIA'TRA	p e dZ i a t r a
PEDIATRI'A	p e dZ i a t r i a
PEDICE'LO	p e dZ i s E l u
PEDI'DA	p e dZ i d a
PEDI'DO	p e dZ i d u
PEDIFO'RME	p e dZ i f O R m i
PEDI'NCHA	p e dZ i~ S a
PEDINCHA'R	p e dZ i~ S a X
PEDINCHÃ'O	p e dZ i~ S a~ w~
PEDI'NTE	p e dZ i~ tS i
PEDI'R	p e dZ i X
PEDITÓ'RIO	p e dZ i t O r i u
PEDIÁ'TRICO	p e dZ i a t r i k u
PEDOFILI'A	p e d o f i l i a
PEDOLOGI'A	p e d o l o Z i a
PEDONA'L	p e d o n a w
PE'DRA	p E d r a
PEDRA'DA	p e d r a d a
PEDRA'DO	p e d r a d u
PEDRA'L	p e d r a w
PEDREGA'L	p e d r e g a w
PEDREGO'SO	p e d r e g o z u
PEDREGULHE'NTO	p e d r e g u L e~ t u
PEDREGU'LHO	p e d r e g u L u
PEDRE'IRA	p e d r ej r a
PEDRE'IRO	p e d r ej r u
PEDRI'STA	p e d r i s t a
PEDRO'SO	p e d r o z u
PEDRO'UÇO	p e d r ow s u
PEDRÊ'S	p e d r e js
PEDUNCULO'SO	p e d u~ k u l o z u
PEDÍ'CULO	p e dZ i k u l u
PEDÚ'NCULO	p e d u~ k u l u
PE'GA	p E g a
PEGA'DA	p e g a d a
PEGADE'IRA	p e g a d ej r a
PEGADI'LHA	p e g a dZ i L a
PEGADI'ÇO	p e g a dZ i s u
PEGADO'R	p e g a d o X
PEGADO'URO	p e g a d ow r u
PEGADU'RA	p e g a d u r a
PEGAJE'NTO	p e g a Z e~ t u
PEGAJO'SO	p e g a Z o z u
PEGANHE'NTO	p e g a J e~ t u
PEGANHO'SO	p e g a J o z u
PEGA'R	p e g a X
PEGUI'LHA	p e g i L a
PEGUILHA'R	p e g i L a X
PEGUILHE'NTO	p e g i L e~ t u
PEITA'DA	p e j t a d a
PEITA'ÇA	p e j t a s a
PEITA'ÇO	p e j t a s u
PEITI'LHO	p e j tS i L u
PE'ITO	p ej t u
PEITORA'L	p e j t o r a w
PEITORI'L	p e j t o r i w
PEITU'DO	p e j t u d u
PEIXA'DA	p e j S a d a
PEIXARI'A	p e j S a r i a
PE'IXE	p ej S i
PEIXE'IRA	p e j S ej r a
PEIXE'IRO	p e j S ej r u
PEIXO'TE	p e j S O tS i
PEIXÃ'O	p e j S a~ w~
PEJA'DA	p e Z a d a
PEJA'R	p e Z a X
PE'JO	p e Z u
PEJORA'R	p e Z o r a X
PEJORATI'VO	p e Z o r a tS i v u
PELA'DA	p e l a d a
PELADE'LA	p e l a d E l a
PELADU'RA	p e l a d u r a
PELA'GEM	p e l a Z e~j~
PELAGIANI'SMO	p e l a Z i a n i z m u
PELA'GRA	p e l a g r a
PELA'R	p e l a X
PE'LE	p E l i
PELE'JA	p e l e Z a
PELEJA'R	p e l e Z a X
PELI'CA	p e l i k a
PELICA'NO	p e l i k a~ n u
PELICULA'R	p e l i k u l a X
PELI'NTRA	p e l i~ t r a
PELINTRA'R	p e l i~ t r a X
PELINTRARI'A	p e l i~ t r a r i a
PELINTRI'SMO	p e l i~ t r i z m u
PELINTRÃ'O	p e l i~ t r a~ w~
PELI'ÇA	p e l i s a
PE'LO	p e l u
PELO'TA	p e l O t a
PELO'TE	p e l O tS i
PELOTÃ'O	p e l o t a~ w~
PELO'URO	p e l ow r u
PELU'CHE	p e l u S i
PELU'DO	p e l u d u
PELU'GEM	p e l u Z e~j~
PELUGINO'SO	p e l u Z i~ n o z u
PE'LVE	p E w v i
PELÉ'M	p e l e~j~
PELÍ'CULA	p e l i k u l a
PELÚ'CIA	p e l u s i a
PE'NA	p e~ n a
PENA'CHO	p e n a S u
PENA'DA	p e n a d a
PENAFIDELE'NSE	p e n a f i d e l e~ s i
PENA'L	p e n a w
PENALIDA'DE	p e n a l i d a dZ i
PENALIZA'NTE	p e n a l i z a~ tS i
PENALIZA'R	p e n a l i z a X
PENA'R	p e n a X
PE'NCA	p e~ k a
PENCA'DA	p e~ k a d a
PE'NCE	p e~ s i
PENCU'DO	p e~ k u d u
PENDE'NTE	p e~ d e~ tS i
PENDE'R	p e~ d e X
PENDO'R	p e~ d o X
PENDULA'R	p e~ d u l a X
PENDURA'DA	p e~ d u r a d a
PENDURA'R	p e~ d u r a X
PENDURICA'LHO	p e~ d u r i k a L u
PENDÃ'O	p e~ d a~ w~
PENDÊ'NCIA	p e~ d e~ s i a
PENEDI'A	p e n e dZ i a
PENE'DO	p e n e d u
PENE'IRA	p e n ej r a
PENEIRA'DA	p e n e j r a d a
PENEIRA'R	p e n e j r a X
PENEIRE'IRO	p e n e j r ej r u
PENEIRE'NTO	p e n e j r e~ t u
PENE'TRA	p e n E t r a
PENETRABILIDA'DE	p e n e t r a b i l i d a dZ i
PENETRADO'R	p e n e t r a d o X
PENETRA'NTE	p e n e t r a~ tS i
PENETRA'R	p e n e t r a X
PENETRATI'VO	p e n e t r a tS i v u
PENETRÁ'VEL	p e n e t r a v e w
PE'NHA	p e~ J a
PENHASCA'L	p e J a s k a w
PENHA'SCO	p e J a s k u
PENHASQUE'IRA	p e J a s k ej r a
PENHO'R	p e J o X
PENHO'RA	p e J O r a
PENHORA'NTE	p e J o r a~ tS i
PENHORA'R	p e J o r a X
PENHORI'STA	p e J o r i s t a
PENICA'R	p e n i k a X
PENICHE'IRO	p e n i S ej r u
PENICHE'NCE	p e n i S e~ s i
PENICILI'NA	p e n i s i l i~ n a
PENI'CO	p e n i k u
PENINSULA'R	p e n i~ s u l a X
PENITENCIA'L	p e n i t e~ s i a w
PENITENCIA'R	p e n i t e~ s i a X
PENITENCIÁ'RIA	p e n i t e~ s i a r i a
PENITENCIÁ'RIO	p e n i t e~ s i a r i u
PENITE'NTE	p e n i t e~ tS i
PENITÊ'NCIA	p e n i t e~ s i a
PENO'SO	p e n o z u
PENSADO'R	p e~ s a d o X
PENSADU'RA	p e~ s a d u r a
PENSA'NTE	p e~ s a~ tS i
PENSA'R	p e~ s a X
PENSATI'VO	p e~ s a tS i v u
PENSIONA'R	p e~ s i o n a X
PENSIONA'TO	p e~ s i o n a t u
PENSIONE'IRO	p e~ s i o n ej r u
PENSIONI'STA	p e~ s i o n i s t a
PENSIONÁ'RIO	p e~ s i o n a r i u
PE'NSO	p e~ s u
PENSÁ'VEL	p e~ s a v e w
PENSÃ'O	p e~ s a~ w~
PENTAE'DRO	p e~ t a j d r u
PENTAGONA'L	p e~ t a g o n a w
PENTASSÍ'LABO	p e~ t a s i l a b u
PENTA'TLO	p e~ t a t l u
PE'NTE	p e~ tS i
PENTEADE'LA	p e~ t e a d E l a
PENTEA'DO	p e~ t e a d u
PENTEADO'R	p e~ t e a d o X
PENTEADU'RA	p e~ t e a d u r a
PENTEA'R	p e~ t e a X
PENTECO'STES	p e~ t e k O s tS i s
PENTEE'IRO	p e~ t e ej r u
PENTE'IRO	p e~ t ej r u
PENTÁ'GONO	p e~ t a g o n u
PENTÂ'MERO	p e~ t a~ m e r u
PENU'GEM	p e n u Z e~j~
PENUGE'NTO	p e n u Z e~ t u
PENUJO'SO	p e n u Z o z u
PENU'MBRA	p e n u~ b r a
PENUMBRA'R	p e n u~ b r a X
PENUMBRO'SO	p e n u~ b r o z u
PENURIO'SO	p e n u r i o z u
PENÉ'LOPE	p e n E l o p i
PENÍ'NSULA	p e n i~ s u l a
PENÚ'LTIMO	p e n u w tS i~ m u
PENÚ'RIA	p e n u r i a
PEPELI'ÇO	p e p e l i s u
PEPINA'L	p e p i~ n a w
PEPINE'IRA	p e p i~ n ej r a
PEPINE'IRO	p e p i~ n ej r u
PEPI'NO	p e p i~ n u
PEPI'TA	p e p i t a
PEPSI'NA	p e p s i~ n a
PEQUENA'DA	p e k e n a d a
PEQUENE'Z	p e k e n e js
PEQUENE'ZA	p e k e n e z a
PEQUENI'NO	p e k e n i~ n u
PEQUENITA'TES	p e k e n i t a tS i s
PEQUENI'TO	p e k e n i t u
PEQUENITO'TE	p e k e n i t O tS i
PEQUE'NO	p e k e~ n u
PEQUENO'TE	p e k e n O tS i
PEQUERRUCHA'DA	p e k e R u S a d a
PEQUERRU'CHO	p e k e R u S u
PEQUI'CE	p e k i s i
PE'R	p e X
PE'RA	p e r a
PERA'L	p e r a w
PERA'LTA	p e r a w t a
PERALTEA'R	p e r a w t e a X
PERALTI'CE	p e r a w tS i s i
PERAMBULA'R	p e r a~ b u l a X
PERA'NTE	p e r a~ tS i
PE'RCA	p E X k a
PERCA'LÇO	p e X k a w s u
PERCEBE'R	p e X s e b e X
PERCECIONA'R	p e X s e s i o n a X
PERCECIONI'SMO	p e X s e s i o n i z m u
PERCENTA'GEM	p e X s e~ t a Z e~j~
PERCENTUA'L	p e X s e~ t u a w
PERCETIBILIDA'DE	p e X s e tS i b i l i d a dZ i
PERCETI'VO	p e X s e tS i v u
PERCETUA'L	p e X s e t u a w
PERCETÍ'VEL	p e X s e tS i v e w
PERCEVEJA'DA	p e X s e v e Z a d a
PERCEVE'JO	p e X s e v e Z u
PERCEÇÃ'O	p e X s e s a~ w~
PERCLORA'TO	p e X k l o r a t u
PERCLÓ'RICO	p e X k l O r i k u
PERCORRE'R	p e X k o R e X
PERCURSIONI'STA	p e X k u X s i o n i s t a
PERCU'RSO	p e X k u X s u
PERCURSO'R	p e X k u X s o X
PERCUSSÃ'O	p e X k u s a~ w~
PERCUTI'R	p e X k u tS i X
PERCUTO'R	p e X k u t o X
PE'RDA	p e R d a
PERDE'R	p e R d e X
PERDI'DA	p e R dZ i d a
PERDIDAME'NTE	p e R dZ i d a m e~ tS i
PERDIDI'ÇO	p e R dZ i dZ i s u
PERDI'DO	p e R dZ i d u
PERDIGOTA'R	p e R dZ i g o t a X
PERDIGO'TO	p e R dZ i g o t u
PERDIGUE'IRO	p e R dZ i g ej r u
PERDIGÃ'O	p e R dZ i g a~ w~
PERDI'Z	p e R dZ i js
PERDIZA'DA	p e R dZ i z a d a
PERDIÇÃ'O	p e R dZ i s a~ w~
PERDOADO'R	p e R d o a d o X
PERDOA'R	p e R d o a X
PERDULARIA'R	p e R d u l a r i a X
PERDULÁ'RIO	p e R d u l a r i u
PERDURABILIDA'DE	p e R d u r a b i l i d a dZ i
PERDURA'NTE	p e R d u r a~ tS i
PERDURA'R	p e R d u r a X
PERDURAVELME'NTE	p e R d u r a v e w m e~ tS i
PERDÃ'O	p e R d a~ w~
PERECE'R	p e r e s e X
PEREGRINA'NTE	p e r e g r i~ n a~ tS i
PEREGRINA'R	p e r e g r i~ n a X
PEREGRINAÇÃ'O	p e r e g r i~ n a s a~ w~
PEREGRINI'SMO	p e r e g r i~ n i z m u
PEREGRI'NO	p e r e g r i~ n u
PERE'IRA	p e r ej r a
PEREIRA'L	p e r e j r a w
PERE'NE	p e r e n i
PERENTÓ'RIO	p e r e~ t O r i u
PERFAZE'R	p e X f a z e X
PERFECCIONA'L	p e X f e k s i o n a w
PERFECCIONI'SMO	p e X f e k s i o n i z m u
PERFECCIONI'STA	p e X f e k s i o n i s t a
PERFECIONA'L	p e X f e s i o n a w
PERFECIONI'SMO	p e X f e s i o n i z m u
PERFECIONI'STA	p e X f e s i o n i s t a
PERFECTIBILIDA'DE	p e X f e k tS i b i l i d a dZ i
PERFECTIBILIZA'R	p e X f e k tS i b i l i z a X
PERFECTI'VO	p e X f e k tS i v u
PERFECTÍ'VEL	p e X f e k tS i v e w
PERFE'ITO	p e X f ej t u
PERFEIÇÃ'O	p e X f e j s a~ w~
PERFETIBILIDA'DE	p e X f e tS i b i l i d a dZ i
PERFETIBILIZA'R	p e X f e tS i b i l i z a X
PERFETI'VO	p e X f e tS i v u
PERFETÍ'VEL	p e X f e tS i v e w
PERFIDAME'NTE	p e X f i d a m e~ tS i
PERFI'L	p e X f i w
PERFILA'R	p e X f i l a X
PERFILHA'NTE	p e X f i L a~ tS i
PERFILHA'R	p e X f i L a X
PERFORMA'NCE	p e X f O R m a~ s i
PERFUMADO'R	p e X f u~ m a d o X
PERFUMADU'RA	p e X f u~ m a d u r a
PERFUMA'NTE	p e X f u~ m a~ tS i
PERFUMA'R	p e X f u~ m a X
PERFUMARI'A	p e X f u~ m a r i a
PERFU'ME	p e X f u~ m i
PERFUMO'SO	p e X f u~ m o z u
PERFURADO'R	p e X f u r a d o X
PERFURA'NTE	p e X f u r a~ tS i
PERFURA'R	p e X f u r a X
PERFURATI'VO	p e X f u r a tS i v u
PERFÍ'DIA	p e X f i dZ i a
PERGAMINHARI'A	p e R g a m i~ J a r i a
PERGAMI'NHO	p e R g a m i~ J u
PERGU'NTA	p e R g u~ t a
PERGUNTADO'R	p e R g u~ t a d o X
PERGUNTA'NTE	p e R g u~ t a~ tS i
PERGUNTA'R	p e R g u~ t a X
PERIA'NTO	p e r i a~ t u
PERICIA'L	p e r i s i a w
PERICLITA'NTE	p e r i k l i t a~ tS i
PERICLITA'R	p e r i k l i t a X
PERICÁ'RDIO	p e r i k a R dZ i u
PERIFERI'A	p e r i f e r i a
PERIFRÁ'STICO	p e r i f r a s tS i k u
PERIFÉ'RICO	p e r i f E r i k u
PERIGA'R	p e r i g a X
PERI'GO	p e r i g u
PERIGO'SO	p e r i g o z u
PERIMÉ'TRICO	p e r i~ m E t r i k u
PERIODICA'L	p e r i o dZ i k a w
PERIODICIDA'DE	p e r i o dZ i s i d a dZ i
PERIODIZA'R	p e r i o dZ i z a X
PERIPNEUMONI'A	p e r i p n e u~ m o n i a
PERIPNEUMÔ'NICO	p e r i p n e u~ m o n i k u
PERIPÉ'CIA	p e r i p E s i a
PERIQUI'TO	p e r i k i t u
PERISCÓ'PICO	p e r i s k O p i k u
PERISCÓ'PIO	p e r i s k O p i u
PERISSODÁ'CTILO	p e r i s o d a k tS i l u
PERISTALTI'SMO	p e r i s t a w tS i z m u
PERISTÁ'LTICO	p e r i s t a w tS i k u
PERITA'GEM	p e r i t a Z e~j~
PERI'TO	p e r i t u
PERITONEA'L	p e r i t o n e a w
PERITONE'U	p e r i t o n e u
PERITONI'TE	p e r i t o n i tS i
PERIÉ'LIO	p e r i E l i u
PERIÓ'DICO	p e r i O dZ i k u
PERJURA'R	p e R Z u r a X
PERJU'RO	p e R Z u r u
PERJÚ'RIO	p e R Z u r i u
PERLIMPIMPI'M	p e R l i~ p i~ p i~
PERMANECE'NTE	p e R m a n e s e~ tS i
PERMANECE'R	p e R m a n e s e X
PERMANE'NTE	p e R m a n e~ tS i
PERMANGANA'TO	p e R m a~ g a n a t u
PERMANÊ'NCIA	p e R m a n e~ s i a
PERMEABILIDA'DE	p e R m e a b i l i d a dZ i
PERMEABILIZA'R	p e R m e a b i l i z a X
PERMEA'R	p e R m e a X
PERME'IO	p e R m ej u
PERMILA'GEM	p e R m i l a Z e~j~
PERMISSI'VO	p e R m i s i v u
PERMISSO'R	p e R m i s o X
PERMISSÃ'O	p e R m i s a~ w~
PERMISSÍ'VEL	p e R m i s i v e w
PERMISSÓ'RIO	p e R m i s O r i u
PERMITI'R	p e R m i tS i X
PERMITIVIDA'DE	p e R m i tS i v i d a dZ i
